Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
d7b3d520-355f-46de-93bc-e920c34947ef,30a1e04c-2de3-424a-aef9-55bd13f6df42,721028,Short Term,691,1251188,1 year,Rent,Debt Consolidation,22208.34,16,NA,15,0,611439,995764,0,0
3beed462-4463-4d3b-b7c8-418662a3450d,a0afc33e-1849-48a8-b291-2a2d20b4c7ad,106546,Short Term,701,1338322,10+ years,Home Mortgage,Home Improvements,25093.49,17.9,2,15,1,68514,346434,1,0
c84edfea-8a5b-4ab5-9a6f-632e2b52f393,e39691f3-d462-45e1-baf7-229678f9649a,306438,Short Term,711,888592,3 years,Rent,Debt Consolidation,19030.78,12.9,22,13,0,96805,219340,0,0
c617bc59-b2a7-4700-8ce3-5a2864474bd7,63b230ea-8ee8-4ffe-84ff-ab8ed8fb1583,514184,Long Term,694,890929,n/a,Home Mortgage,Debt Consolidation,20268.63,28.7,NA,7,0,200051,240790,0,0
143449c1-e2b4-40f1-ac41-68ef0adf5e4c,a24ff4ce-4251-4751-8d88-e2a05e495570,179454,Short Term,706,542431,3 years,Rent,other,13334.58,10.6,NA,9,0,224675,466224,0,0
1eddedcb-33c8-467d-8ce9-df44e4b3a8bc,6728c44b-a823-489d-8bb0-4a63ad0e85ff,177540,Short Term,673,2108183,10+ years,Home Mortgage,Debt Consolidation,28460.48,18.3,44,10,0,418342,497332,0,0
01779555-4272-46f1-be50-3c4e5df8fc03,7ab23b4e-3e4c-4ad3-b076-bdcb40579cbf,321794,Short Term,0,0,4 years,Rent,Debt Consolidation,18897.4,10.6,7,9,0,331968,406758,0,0
1d0e366b-bbf0-40f5-9b58-6260aae74795,adfcc5c6-9657-4f98-b422-59d728f7e0e3,111562,Short Term,719,880023,2 years,Rent,Other,10267.03,12,77,12,0,114114,514096,0,0
e50b78ba-13a0-4426-a1f1-dcd50f12fde8,4d07f36a-3f03-4d72-9153-25cf73b05a40,86240,Short Term,0,0,1 year,Rent,Debt Consolidation,3520.89,10.1,NA,6,0,107825,245762,0,0
97f10ce1-38e4-4a5f-8f8f-75cb84be1629,47081705-e4b2-4db8-a587-9a57136df302,151096,Short Term,0,0,4 years,Own Home,Debt Consolidation,2251.12,27.7,31,11,1,49552,246268,1,0
fb4d6ce7-b16a-4d6e-8e61-7f7ed3a0a3c5,162e286d-4ab3-47e3-8ecc-a4efd1837a65,211222,Short Term,742,648812,1 year,Home Mortgage,Home Improvements,18166.85,27,NA,11,0,345705,635360,0,0
bc1bfc2c-d4f8-4cf6-a91b-6eafd13ed191,5e299d9b-f838-49ce-bb50-3f9f1b0a37a6,428010,Long Term,717,833264,10+ years,Home Mortgage,Debt Consolidation,21386.97,26.4,NA,6,0,616436,1074942,0,0
2ce3414d-2fc5-40aa-b0c1-75e6ddf5420c,a158c335-9641-44ff-b065-a4dab9e24f6d,788480,Short Term,720,9338880,10+ years,Rent,Business Loan,40546.38,7.3,NA,7,0,326496,1092608,0,0
c912bc2b-6286-4e61-b481-20706daa8209,ed5f4fcf-f4d2-4df6-b790-e183ffec858d,481910,Short Term,0,0,2 years,Home Mortgage,Debt Consolidation,17105.32,17.8,NA,10,0,209988,792022,0,0
a43ae03f-def6-4727-8f4f-0210b5cf2874,f67e4b2c-4903-4d92-89c9-163e7f3b3230,223036,Short Term,750,1223144,< 1 year,Rent,Debt Consolidation,8001.47,12.7,NA,7,0,143241,623502,0,0
28bbe8a4-6ff9-4e1c-8535-b8d95c7b5547,99064f4a-00fa-4cf2-b812-5febe4495247,178794,Short Term,722,1479511,6 years,Rent,Debt Consolidation,38467.21,10.5,NA,8,0,299003,353276,0,0
a0d42aaa-41af-4f14-a35e-4f69a4dff151,f7baa9ae-4198-4d85-921f-b2f026b028a3,567512,Long Term,719,1706884,10+ years,Home Mortgage,Debt Consolidation,33568.63,15,48,11,0,409450,1070212,0,0
83ac83df-8ca0-4b19-99ec-84c2780376b4,80af3c57-0723-4993-8f6e-252070e1d564,239316,Short Term,738,1303400,2 years,Rent,Debt Consolidation,16835.71,16.5,66,8,0,64277,133606,0,0
748cc064-ae44-4bef-ba58-ecf4452109ec,403fa855-36f1-4c47-9968-45de7b67b3a8,328416,Short Term,702,1039984,2 years,Rent,Debt Consolidation,11526.35,19.9,NA,9,0,201913,363594,0,0
19fd5a2a-c4a8-4715-aa1c-eaa6fc11fe0e,ac2061ff-7bcd-4a2d-a370-ddb28c3106d8,189816,Short Term,723,1967070,10+ years,Home Mortgage,Debt Consolidation,30981.4,14.9,NA,14,0,269534,1009976,0,0
082a73cb-2395-4528-8089-f51855b2c8fa,87755189-618b-407c-b624-1ad24e0b7be9,223300,Short Term,750,1903439,4 years,Home Mortgage,Debt Consolidation,18558.44,25.8,NA,24,0,1014619,8332104,0,0
d0320a2d-4534-49ed-a654-31c47f6c68a7,d04de11d-5748-4da2-8bf4-6d47e292bdf6,426294,Short Term,7150,1170571,10+ years,Own Home,Debt Consolidation,21655.63,17.9,38,11,0,534565,664818,0,0
65e3793b-e220-4b35-b5fd-930c0da852b5,d04c3bdd-25a0-4acd-beb0-17e2e82474a3,100386,Short Term,744,1637610,5 years,Home Mortgage,Home Improvements,16785.55,8.7,NA,7,0,79325,182952,0,0
6f07caeb-e54a-46e4-ba4c-cf47ea9e92b2,d9f5362f-b646-4d12-af59-ce49e1bd5e6f,90728,Short Term,6550,711436,10+ years,Rent,other,7173.64,16,NA,10,0,357219,558932,0,0
9a51214d-cde3-43ef-a2fa-85447fb86a3c,7d86fdfb-0851-4f4d-bd18-1f24b7e378da,547866,Short Term,0,0,5 years,Home Mortgage,Debt Consolidation,23956.91,19.4,NA,10,0,278559,622644,0,0
7ff77072-5eea-44d9-8e9d-a1048894ab3c,a47d8315-4dbf-4695-94ff-6c6d5a83d9eb,397870,Long Term,0,0,6 years,Home Mortgage,Debt Consolidation,17892.49,12.8,46,14,1,231895,366828,1,0
9c03f7f3-1b6b-4458-a947-616df3f4aa86,5f6d6adf-5944-48be-b507-37f3182c1d5e,346060,Long Term,0,0,10+ years,Home Mortgage,Debt Consolidation,10843.11,21,59,11,1,215574,438680,1,0
f186ed3f-3674-4f2c-9750-a095d7db72ae,d0da30cb-b546-4098-8251-1aaa7f831ecd,430232,Short Term,746,2043602,8 years,Home Mortgage,Debt Consolidation,12806.57,13.6,20,11,0,202369,497508,0,0
b652e8d9-7207-410a-acb3-13482f6bf1b8,2a323f9f-f169-4c1d-8289-c3998db676e1,552640,Long Term,720,1336384,8 years,Rent,Debt Consolidation,16259.44,15.5,43,8,1,291669,787248,1,0
0eb837c5-db58-4880-8423-72de5775906c,33fa3273-f96e-43b7-893e-95b7b5fe3ad2,193512,Short Term,734,621414,2 years,Rent,Debt Consolidation,14551.53,8.3,NA,8,0,226765,394834,0,0
c7966088-6304-4cc0-8541-1396a982de00,dc1c144e-c629-4962-bfd2-1908e2146d77,99999999,Short Term,712,1001376,7 years,Rent,Debt Consolidation,7585.37,16,47,10,0,127167,302984,0,0
d83c50fb-950a-4296-83f4-430d7a3cc21a,f89aab2b-a765-4871-9efc-c042b71d38d3,620620,Long Term,709,1884515,8 years,Own Home,Debt Consolidation,14683.58,21.7,58,11,1,331664,800074,1,0
b016a780-7050-46e9-af10-4772f2b2fbc8,026e08a8-0ef2-46d8-a262-5fd0349ec00a,224092,Short Term,705,1119252,2 years,Home Mortgage,Debt Consolidation,13244.52,24.5,69,11,0,244454,309034,0,0
c8282992-ceed-4c82-8c8b-01728dca2a45,ee4ebf08-e55c-4493-a9a1-59a519934918,56408,Short Term,740,2388452,10+ years,Own Home,Debt Consolidation,30452.82,16.8,33,12,0,396644,582824,0,0
f44496cd-5c0c-4952-9dbf-0e864834e3a2,cc0f0fd9-710e-4342-b9dc-b9fb11d905ad,99999999,Short Term,724,507623,6 years,Rent,other,609.14,6.3,NA,7,0,5700,471020,0,0
1823b695-e306-4521-a908-2cc6b93f05ad,881a1c79-b049-4a71-b532-f774173756ab,445148,Short Term,732,1728088,5 years,Home Mortgage,Debt Consolidation,30659.16,16.8,NA,15,0,760323,1030876,0,0
0b581fe3-5bdc-47fe-a10e-ede396228e02,a3885696-1759-4204-a8ac-f35aaa04ab74,161414,Short Term,731,1486864,10+ years,Rent,Debt Consolidation,24657.25,16.8,NA,8,0,512202,643236,0,0
55d3ee88-774e-4a15-b01b-2cb13507174e,1c76f1e7-f0b3-4e7d-b295-cae061d9c17b,388872,Short Term,0,0,10+ years,Home Mortgage,Debt Consolidation,33533.1,30.4,NA,9,0,1112184,1375858,0,0
4bbb7ee8-753b-47ba-acb5-597ae499b636,77658d11-63bf-46ef-ab86-e4d17291aa1b,697686,Long Term,675,1989224,4 years,Home Mortgage,Debt Consolidation,30667.14,38.5,7,10,0,509618,988416,0,0
1af57d89-4711-4b42-b550-adc32ff0f384,a9681695-4cc7-4252-aa54-9c8396b1362a,610280,Long Term,7200,2691730,10+ years,Home Mortgage,Debt Consolidation,28038.87,30.7,NA,16,0,957144,1181532,0,0
e5e9f773-3d42-4438-8afb-945821b79b42,3c499aa7-31be-4723-830a-ab604b7345f0,282964,Short Term,0,0,2 years,Rent,Debt Consolidation,4839.11,30.6,NA,7,1,104519,162690,1,0
3c642d05-b46d-4cc4-8a91-aa409691d8aa,e40a14b7-698a-4595-b796-0f1af42a6c37,134244,Short Term,732,1185334,n/a,Home Mortgage,Home Improvements,17582.41,25.5,8,9,0,155363,214918,0,0
1c70b37e-3860-4abd-bd3e-0570ecfe9837,c8fbdb0d-df26-42f4-8d86-857b6567137f,326304,Short Term,739,1784784,1 year,Home Mortgage,Debt Consolidation,36469.17,22.6,39,5,0,202996,247940,0,0
206c7b26-db44-4c00-a637-3fcb931b3138,8823b7a8-9c0b-4f2d-a1dc-ffcb37ee4efb,311872,Long Term,680,1063810,6 years,Home Mortgage,Debt Consolidation,28191.06,12.2,NA,10,0,391723,591338,0,0
1e070164-40f4-4bd9-ba9e-19d007621d93,5cdcb5a1-c780-4c76-9a43-61aa526c8102,328218,Short Term,707,982661,3 years,Rent,Debt Consolidation,11136.85,18.2,NA,8,0,251237,297462,0,0
eb3239db-b9f3-4e0e-a915-39fdc02bc0d3,543b1ebc-7c4e-43d6-bf52-146300437827,99999999,Short Term,713,1782257,8 years,Home Mortgage,Debt Consolidation,7114.17,18.2,16,5,0,48184,58652,0,0
d72f4e4e-ee6c-4f27-bcd6-c4f6075d7b1f,eccdf187-398f-4f24-8ebb-48d7ecd5724f,306922,Short Term,0,0,1 year,Rent,Debt Consolidation,14342.34,18.3,43,12,0,322582,640684,0,0
6e33d7ce-52f0-4076-9f35-e5f882aac71e,ff29d2ef-04cf-4ab1-ad71-7601da435c6e,99999999,Short Term,742,478192,10+ years,Rent,Debt Consolidation,5578.78,20.7,74,6,0,55195,199122,0,0
b6ab4baf-7e4c-41a9-9155-6a6e12349f1e,893f5d37-aa9f-4758-8f47-2b268ed0a3b4,156904,Short Term,728,1475787,n/a,Home Mortgage,Debt Consolidation,40706.93,24,NA,20,0,918802,1271072,0,0
c8b2e8d8-a033-4b1a-817b-642b030ee7ac,150fc248-0a3e-4e08-b7bd-9479374b6cd5,56364,Short Term,704,954180,5 years,Rent,Debt Consolidation,31170.07,8,38,11,0,354122,921426,0,0
01c35a59-20db-4a70-887c-d088cbff8c9c,3a260c9c-5512-4328-84ed-c6c3fd92fb2b,173382,Short Term,0,0,5 years,Rent,Debt Consolidation,11005.56,15,NA,9,0,90117,190784,0,0
88d7e433-7192-4c66-ba3c-d6db810ee2aa,75f5591e-7e11-41ce-9d3a-a424dfbba04d,781704,Short Term,716,1735992,1 year,Rent,Debt Consolidation,30235.27,32,15,21,0,736136,1198846,0,0
effcebf2-1df8-43ff-9a40-141e7f2e7199,9e06a92d-6520-40b4-882f-c0e606423982,88022,Short Term,740,1140228,1 year,Rent,Debt Consolidation,16818.42,17.5,NA,6,1,72143,134288,1,0
b12f943d-c320-400d-8365-3152ed97bbf3,0609ee97-6286-4e44-81f3-4e6b7f659aca,99999999,Short Term,732,2273464,10+ years,Home Mortgage,Debt Consolidation,2898.83,26.6,23,12,1,220077,382624,1,0
82b5b34a-898f-4f48-b047-275b17a1082a,e217cca9-bda2-4de1-a8a2-e75f52d07fe4,225324,Short Term,738,1945980,< 1 year,Rent,Debt Consolidation,31784.34,32.9,NA,8,0,90516,342474,0,0
c8fe9d70-68e7-4d8b-a834-2d05037f9637,0b551347-875b-4fbd-86f2-ad5665323eaf,114312,Short Term,750,1590775,9 years,Home Mortgage,other,3499.8,34,0,7,0,107806,780120,NA,0
3f95bb33-8a03-4539-969a-bcb1d49ca71d,113d7d1f-9a20-4ba4-bca3-698827ecc9ec,196504,Short Term,742,1037058,< 1 year,Rent,Debt Consolidation,17111.4,23.5,78,8,1,161861,264330,1,0
dce38e34-b627-4001-b8ad-c04831517197,6724b659-edb2-4506-954e-afc4cd9bfff1,307164,Short Term,718,636652,6 years,Rent,Debt Consolidation,13900.4,19.7,NA,3,1,318630,381920,1,0
8208490e-511e-4662-9bd1-11886051bb96,2ec2cfb7-95e0-4948-8582-bb955a41b615,574992,Long Term,687,1950008,2 years,Home Mortgage,Debt Consolidation,46475.33,13,43,21,0,234061,818774,0,0
f3093b67-cbe7-4a7a-b9ec-cab7c4920ab5,836730ed-56b5-4e88-97ce-901d06c47762,284482,Short Term,750,1417457,10+ years,Home Mortgage,Debt Consolidation,10926.33,14.6,25,11,0,42446,501534,0,0
bd0af266-fe9a-491f-8f24-42e2069ead23,c6eae07f-895e-4b43-a13e-676837d59ec4,787336,Long Term,702,2952980,10+ years,Home Mortgage,Debt Consolidation,30760.05,15.7,NA,16,0,408652,843480,0,0
3447a485-d1dd-4b97-a997-a628a2e568b8,1dc021f4-86c7-4743-80f8-3be2c390a798,255926,Short Term,729,1046938,5 years,Home Mortgage,Debt Consolidation,10731.01,13.4,NA,5,0,133342,163900,0,0
8723d3d5-1ab7-45e4-9b7d-19b9e0a0717e,9c5b1555-ee40-4e19-92ac-39ec4ca4aec5,424644,Long Term,635,816905,6 years,Rent,Debt Consolidation,20150.45,17,61,22,0,69046,251416,0,0
f5e6ed9d-535e-4e97-a8f8-bafefa74141f,3bec4641-fc33-4ad2-b776-efe14665a9b2,99999999,Long Term,661,669731,< 1 year,Own Home,Debt Consolidation,14120.04,22.6,8,11,0,258172,914166,0,0
92630562-535e-4623-81d7-88d410b55eb3,483a20df-a22b-4b55-be7b-1e0a2d865249,99999999,Long Term,704,937080,3 years,Rent,Debt Consolidation,11791.59,12,NA,4,0,132088,273130,0,0
700e7565-15d2-42d5-81f9-f71b27debed7,0b611b3f-48e5-49ae-9a52-7b95cfd03b77,169752,Short Term,0,0,10+ years,Home Mortgage,Debt Consolidation,20273.95,16,42,7,1,105621,151184,1,0
78709589-d1df-47b4-b558-a7aa4a3da9d3,33601618-e13a-4250-b3f8-ddcb2ea7ffde,786940,Short Term,674,1825292,5 years,Home Mortgage,Debt Consolidation,14450.26,7.5,NA,7,0,126673,586652,0,0
74dafaf8-072a-4192-b671-1e9cc5e226f7,84ec2c06-43a1-45d7-a4f3-eddc9a7e866c,213422,Short Term,644,447032,< 1 year,Rent,Debt Consolidation,3222.4,10.1,NA,2,0,132050,157300,0,0
267a2a9b-b2ca-404b-8da8-6033472fe257,77aa81f0-4128-4612-ad99-5fe87236b45a,438416,Short Term,0,0,6 years,Home Mortgage,Debt Consolidation,13536.17,20.4,73,8,1,30799,228602,1,0
3620e3b9-607a-4d4b-b5c0-8f37b09b0ede,0ebf24b8-12f8-4587-95b0-537a4704708a,215226,Short Term,751,1858770,10+ years,Own Home,Debt Consolidation,7961.76,19.9,29,11,0,38361,312840,0,0
7688c3a0-b66b-4b49-843e-14cbb6851d60,dd1f2d56-e067-4d55-b837-2cb25bf3db7e,111606,Short Term,700,1060257,10+ years,Home Mortgage,Other,22883.79,16.9,15,23,0,318383,1480534,0,0
c71704cf-c6d2-4fae-97ec-4901d0db31a3,d5ea216b-2f00-4117-a624-551f57696769,90134,Short Term,740,1983258,6 years,Home Mortgage,other,16576.93,17.1,15,9,0,291365,367488,0,0
d2f903a5-08b6-4f0b-afbc-18e510417a69,c1006a08-1169-4fc3-b11c-a3f88cea2a11,99999999,Short Term,738,2248574,7 years,Home Mortgage,Debt Consolidation,18119.73,17.5,NA,13,0,178201,289388,0,0
116312c5-6dde-4f01-8930-47d80ce447a7,c3ba9d3f-fb10-4739-b286-813d2b931187,99999999,Short Term,738,2001289,10+ years,Home Mortgage,Debt Consolidation,31186.79,17.6,NA,10,0,744344,880374,0,0
4f4ee244-a7b2-4dde-afa7-554a6c132c78,6f017840-478d-4ced-96a5-24c5b8f5f757,325952,Short Term,718,1463779,2 years,Rent,Debt Consolidation,7880.06,12.3,NA,4,0,83486,163042,0,0
3e378590-d085-47ad-91d4-5856cc78327d,8a83be00-1226-456f-a74e-ed44e836161d,141108,Short Term,710,899954,10+ years,Own Home,Debt Consolidation,4837.21,18.3,NA,7,1,131176,249810,1,0
a6d404c1-0c95-4f35-a809-012f08b16819,ea83ca01-6566-47d0-8942-dc2eb21ba004,327800,Short Term,722,1321089,10+ years,Home Mortgage,Debt Consolidation,16183.25,11.2,NA,13,0,237082,327954,0,0
54410e0e-21ac-4c9e-b9a0-fa54e8e3a405,efdabaf9-9a05-458a-9b0f-a5bccd771bd3,204402,Short Term,730,629755,2 years,Rent,Debt Consolidation,12122.95,12.2,NA,10,1,170753,342672,1,0
a84f64e9-39e7-442e-be5a-998a59cb1dd6,48917e63-a4ff-4084-bcc9-fc0cd93a0999,141218,Short Term,741,666938,3 years,Home Mortgage,Debt Consolidation,10504.15,14.5,NA,6,0,67526,145618,0,0
2d170004-b2b6-4eec-8d07-5aa80abcbaa6,cda86575-7676-4d14-bacf-d1b88590dc72,268114,Long Term,689,545851,10+ years,Rent,Debt Consolidation,9734.46,9.2,NA,7,0,145882,449240,0,0
a737ef87-983d-4bfc-a528-ba03f85fbce0,c9606bd1-85be-4d56-8ce7-21fb4fec7827,139744,Short Term,737,1398381,10+ years,Home Mortgage,Other,14449.88,31.4,NA,11,1,261022,514866,1,0
90676e50-39ca-40d6-927a-b3e942ddc0bb,2c8b3755-ebbb-4dc8-9d33-ee4c380ddc4e,112750,Long Term,652,2040980,10+ years,Own Home,Business Loan,25171.96,20,NA,7,0,766232,849002,0,0
9e5f30fc-ab1d-4e97-8444-18851866e4f2,55396a63-0f56-4b41-9a25-b9fda13b4bc6,541068,Long Term,688,1112811,10+ years,Rent,Debt Consolidation,31808.09,15.6,NA,16,0,387220,947914,0,0
5c34d1be-b62c-4c31-9390-ea1b7ed7ce45,1658132c-9040-48a5-95bf-56d38ab8737e,78386,Short Term,719,564186,4 years,Rent,other,319.77,10.5,16,4,0,5225,108086,0,0
0e92a1aa-e253-4bce-a6e4-ca6b950fc3d2,f0138d98-7f01-4caf-a47d-1fa116f6ce02,219472,Short Term,747,2274528,< 1 year,Rent,Debt Consolidation,21987.18,20.8,33,22,0,151639,624844,0,0
c6491f75-309a-42c9-a1c3-de03a6abe1a5,67c0ea50-d094-448b-bc36-a04bcb7e727f,99999999,Short Term,747,3351942,6 years,Home Mortgage,Debt Consolidation,28770.75,25,NA,20,0,505210,2867546,0,0
3b95d5cc-c38d-4ade-a46d-8d69a6e80172,0a4d2d9f-d09f-4360-9116-a6fb7e64a62a,156926,Short Term,0,0,< 1 year,Rent,other,11607.67,16.6,NA,22,0,466564,555808,0,0
e27c7e06-8c78-46c8-87e8-d8956f468f2a,d3598b03-4c44-40f5-bae5-ce7dfc31499a,211596,Short Term,708,875653,8 years,Own Home,Home Improvements,6034.78,9.7,NA,4,0,31445,46266,0,0
decacc3b-5ac0-442d-9e63-dd7844680b22,46cfddef-ac77-4a21-9c59-15395011e8f6,329274,Short Term,0,0,3 years,Rent,Debt Consolidation,18484.34,8.9,NA,6,0,148922,219648,0,0
9883013e-e87d-413c-8e93-6d71323d902a,c2006601-c51b-429e-abf3-1c4133cefc6b,107360,Short Term,674,834480,10+ years,Home Mortgage,Debt Consolidation,8010.97,17.9,NA,6,0,97831,113872,0,0
7bb2cf1f-9430-4d08-a83f-04f5ad430c67,dec5d444-415e-48bc-b45e-d2b922060249,315700,Short Term,698,696103,10+ years,Own Home,Debt Consolidation,13167.95,16,NA,7,0,234232,295460,0,0
08d7a5c0-21ba-4b6c-971f-2719268a930a,2630ee03-5c97-4953-a983-f80c5527b1c4,679008,Long Term,668,1418730,5 years,Rent,Debt Consolidation,21044.59,11.6,NA,11,0,578189,858308,0,0
9f6360fd-2913-4fac-8e42-8992abd1e592,62a620f6-5ad0-4c94-a2e4-d262494863f9,89584,Short Term,7400,1643918,7 years,Home Mortgage,Debt Consolidation,16028.02,11,NA,5,0,100111,250888,0,0
879e5f15-6650-424f-9b9e-82bea03f4c47,e696c680-06cd-4294-966f-87551f2beada,89078,Short Term,725,519251,< 1 year,Rent,Debt Consolidation,4759.88,9.7,NA,7,0,71136,320518,0,0
d8f315af-141d-4ff6-ab5e-bc3161d44ca1,0a68fdc6-df2a-4c8e-a23e-b090a5659f9e,238766,Short Term,725,575472,4 years,Rent,Debt Consolidation,13907.24,10.9,NA,7,0,271035,355410,0,0
e7493beb-a329-434b-977b-29ab9b15d67a,94d5e09d-f582-4e0a-ab6d-1b07116f7a9e,113784,Short Term,716,566922,1 year,Rent,Debt Consolidation,5536.98,8.9,NA,9,0,174344,273526,0,0
4c836e56-a77e-4299-91dc-519a22e3fec5,4e272231-4cb4-4f2c-838e-58f4ef713607,221210,Short Term,0,0,10+ years,Home Mortgage,Debt Consolidation,36441.81,21.3,NA,14,0,751241,1775224,0,0
651674cf-0c9b-4fe7-8fdd-7cb74bc2b879,d53f664c-4dbb-48db-a1dc-c4df855c0b08,240790,Short Term,0,0,5 years,Rent,other,18432.47,11.4,40,9,0,187549,1438206,0,0
2e5f185d-fee1-4892-a202-5ede8e4b0730,4d914d49-6813-4561-8f49-b8298ded51d6,99999999,Short Term,737,2112572,2 years,Rent,Debt Consolidation,27815.43,17.9,73,6,0,636614,791780,0,0
ce9e2b40-12b9-42b4-9f6a-cf334a37013b,7887071d-5182-4b2e-9615-fc7a6cb861cf,610038,Short Term,704,2332896,2 years,Own Home,Debt Consolidation,15591.59,13.8,18,10,0,208297,699050,0,0
e9c813f5-0fa9-4681-b1c1-8cf8997de1bb,fa083d41-9d58-4ca4-9f01-1017ed735f66,179674,Short Term,710,504317,4 years,Rent,Debt Consolidation,5673.59,9.2,NA,8,0,193078,462880,0,0
f47fa2eb-2373-46bd-94ad-84b663c8b498,4994bdcb-6fcb-420c-93b6-9bffec881b0a,142846,Short Term,747,1233651,10+ years,Rent,Debt Consolidation,16448.68,19.4,NA,14,0,179588,535920,0,0
bac77c55-3e1c-45e1-903d-bc1d2bb25c21,12c0f730-9eaa-4cfa-9aba-b6ee8f6555db,223278,Long Term,743,886939,10+ years,Rent,Debt Consolidation,16061.08,19.2,NA,7,0,215384,828586,0,0
8e4b3a8c-bc20-4039-a102-c7cf50fc7cd0,2a4e4fe4-fcc1-4fd1-888a-9538f76ba778,208340,Long Term,0,0,10+ years,Home Mortgage,Debt Consolidation,25959.7,16.1,NA,11,0,9177,236324,0,0
73a326cb-968e-4e77-b352-dce4ee112c1e,554d8cae-412f-4941-81f6-2d721da1eec0,788480,Long Term,0,0,< 1 year,Rent,Debt Consolidation,27287.04,32,NA,14,0,485735,759022,0,0
e96ea32d-f494-445f-9cf2-10c69abea10a,d4f2dcf3-71a2-4207-a5db-d00805dcd906,162338,Short Term,0,0,2 years,Rent,Debt Consolidation,3057.48,12,NA,3,0,91998,123992,0,0
39528c4d-9dd5-41b9-a195-4393f3ae41ff,d4bb77a3-b3d1-460f-bb24-97163954a520,143814,Short Term,664,479522,2 years,Own Home,other,15624.08,6,0,7,0,9728,64350,0,0
d63c5c32-385e-4089-bbd4-c08ea95fc2b8,34886bb8-d554-4bc2-82d6-ae1f6500aeed,99999999,Short Term,735,960830,3 years,Rent,Debt Consolidation,17775.45,16.7,61,11,0,241984,670274,0,0
87d36556-667f-4a03-b4f2-ee84e72525df,23d645c3-bcb8-442c-a5d6-2091c3e8fa24,260590,Short Term,7280,731443,9 years,Home Mortgage,Home Improvements,5741.8,20.3,NA,10,1,176890,336336,1,0
6f9d5c64-0dfc-4b93-8583-0ce441c29f8a,86671346-9bc1-4a47-be9b-2bc649ad6cc2,173668,Short Term,740,2437396,5 years,Home Mortgage,Medical Bills,34123.62,30.3,NA,22,0,513019,1702052,0,0
1bacbf6b-d27c-42a5-b931-8e1716bdcdc4,2839cb3c-a3c9-4086-b145-20b316adfe79,545468,Long Term,707,1028185,< 1 year,Rent,Debt Consolidation,19877.99,23.5,NA,12,0,410343,705980,0,0
2f300b39-be15-47fb-b2be-0e8c6a098e28,799c9364-e0dc-4568-804f-00d350b0af55,608234,Long Term,640,1555036,10+ years,Home Mortgage,Debt Consolidation,31619.04,12.9,NA,15,0,383572,542278,0,0
9ad0f1b6-e5a1-4a50-89df-200498d9fc76,36e10b93-2ba6-4f3a-a2f1-77aef8a80cd2,220132,Short Term,7460,722437,5 years,Home Mortgage,Debt Consolidation,8970.09,14.5,15,15,0,233966,442662,0,0
473bd319-2107-4c1b-b5d4-c05d0910bfb0,5a0237b2-7bd5-4b48-a8ce-bdbaf3ace4ce,257752,Long Term,673,1335586,7 years,Rent,Debt Consolidation,22482.32,12.3,NA,12,0,164597,201872,0,0
4576019d-3d7f-4b78-9f3c-814b6fd1e9bf,669d01b7-3163-47a0-997f-29b8e6315b61,216194,Short Term,704,914888,10+ years,Rent,Debt Consolidation,13647.32,14,15,8,0,235030,360932,0,0
cfb9af05-ba04-4a9d-b5be-de89358ec21a,532c1d4d-9065-471e-b203-71c44752488a,99999999,Short Term,746,3224965,2 years,Own Home,Buy a Car,40849.43,17.9,61,13,0,459971,860398,0,0
82391d10-267a-48a0-a9d5-c7c3126501b9,85111d07-7419-4315-8959-9a5941d9a5d6,151954,Short Term,7210,393699,n/a,Rent,Debt Consolidation,8890.86,30,47,11,1,71155,175648,1,0
d006aa02-5af5-4254-9f34-05621de91e56,ae9a781e-eadd-4b1e-9fee-609c1686fedc,438944,Long Term,678,794086,2 years,Home Mortgage,Other,19719.91,8.3,NA,9,0,49457,252296,0,0
40290a8b-33e2-41bd-a01b-93505529a131,05ccfaf2-6b63-4756-a7f5-02ad0b424db7,99999999,Short Term,692,931513,2 years,Own Home,Debt Consolidation,17776.4,17.7,NA,10,1,65949,95458,1,0
cb501a78-3238-46c9-9cac-b6de2d1e72db,cea7109a-ae6e-4c31-925f-a7fdf7e6945e,164120,Short Term,6820,1133958,10+ years,Home Mortgage,other,12473.5,29.3,21,9,3,77805,220836,0,0
92ee5eeb-3396-429c-9fc8-6493201df36e,9771e33b-6458-4cc0-bfb1-d23986bb4f4a,246664,Long Term,713,855950,< 1 year,Rent,Debt Consolidation,10841.97,18.8,60,16,0,167580,552816,0,0
cb1c1d57-83be-40bf-9893-a91c61ad91f5,e370d7b9-ffa3-4cbe-a265-34e5d560898f,99999999,Short Term,746,2535588,5 years,Rent,Debt Consolidation,31483.57,19,NA,10,0,481574,666996,0,0
ccc9e348-83d8-47ca-8b20-57fc383d653c,6fc40225-7281-4740-990d-cb23c63bfa1a,555676,Short Term,734,2879355,2 years,Home Mortgage,Debt Consolidation,41030.88,19.1,6,14,0,304494,498696,0,0
